,year_built,permalink,list_price,property_id,listing,primary_photo,sold_date,sold_price,lot_sqft,sqft,baths,garages,beds,postal_code,state,city,recreation_facilities,single_story,garage_1_or_more,hardwood_floors,dining_room,community_security_features,garage_2_or_more,two_or_more_stories,forced_air,shopping,central_air,basement,community_outdoor_space,dishwasher,fireplace,washer_dryer
112,1978,4387-Wares-Ferry-Rd_Montgomery_AL_36109_M78991-23899,139900.0,7899123899,2962211734,https://ap.rdcpix.com/cf5788032ffb9fa45853c80e986d38c7l-m3464357290s-w1024_h768.jpg,2024-01-01,139900.0,26136,1500,2,0,4,36109,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
113,1975,4530-Shamrock-Ct_Montgomery_AL_36106_M79609-19056,116000.0,7960919056,2958308289,https://ap.rdcpix.com/fddcfd2ea4cc1c075b6427f19e578b38l-m2052762775s-w1024_h768.jpg,2023-12-30,115000.0,17280,2240,2,0,3,36106,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
115,1955,611-Glenmore-Rd_Montgomery_AL_36107_M72316-04965,68000.0,7231604965,2957379146,https://ap.rdcpix.com/c41ec0e28b89fa84db6d75df3a75895fl-m2353506347s-w1024_h768.jpg,2024-01-16,65000.0,9712,1432,2,0,3,36107,Alabama,Montgomery,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
116,1984,1819-E-Trinity-Blvd_Montgomery_AL_36106_M77006-90979,169999.0,7700690979,2960975584,https://ap.rdcpix.com/1e4bac70e24f789842a6663b5314bb24l-m1823199980s-w1024_h768.jpg,2024-01-12,169000.0,10890,1804,2,0,3,36106,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,1999,1112-Sandlewood-Ct_Montgomery_AL_36117_M87985-05230,189900.0,8798505230,2962329566,https://ap.rdcpix.com/61c1ed5b3aaa88ab80efcc49412241afl-m1501411809s-w1024_h768.jpg,2024-01-12,180000.0,12632,1476,2,0,3,36117,Alabama,Montgomery,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0
118,2001,545-Ridge-Park-Dr_Montgomery_AL_36117_M71177-99851,254999.0,7117799851,2961991525,https://ap.rdcpix.com/686d934c4cdfa68e232633d5f6aeb101l-m1822167428s-w1024_h768.jpg,2024-01-12,260000.0,12632,1888,2,0,4,36117,Alabama,Montgomery,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0
119,1962,4275-Sunshine-Dr_Montgomery_AL_36116_M89229-76627,75000.0,8922976627,2952735222,https://ap.rdcpix.com/ef5ee786ae1446e742997757c4150decl-m62694281s-w1024_h768.jpg,2024-01-12,60000.0,13068,1722,2,0,3,36116,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1974,1380-Cantelou-Rd_Montgomery_AL_36108_M90991-19141,424900.0,9099119141,2959272543,https://ap.rdcpix.com/43f3585656821593959c92c35f9706efl-b3477118368s-w1024_h768.jpg,2024-01-12,424900.0,740520,3339,3,0,3,36108,Alabama,Montgomery,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0
122,1965,817-Dumont-Dr_Montgomery_AL_36109_M82240-34280,159000.0,8224034280,2962073853,https://ap.rdcpix.com/1ef4821fcf16029021d658c2db0e28b9l-m129105455s-w1024_h768.jpg,2024-01-12,159000.0,11326,1635,2,2,3,36109,Alabama,Montgomery,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0
123,1969,369-Kroy-Dr_Montgomery_AL_36117_M77887-90816,140000.0,7788790816,2962320837,https://ap.rdcpix.com/12a7a90ae37bc922786e1b376ba4cc52l-m1145087508s-w1024_h768.jpg,2024-01-12,140000.0,14375,1576,2,0,3,36117,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
124,1954,3725-Dalraida-Pkwy_Montgomery_AL_36109_M75023-73005,149900.0,7502373005,2962528957,https://ap.rdcpix.com/afc556e71f380177925a6cb62f4d0b9el-m2457081295s-w1024_h768.jpg,2024-01-12,149900.0,13504,1736,1,0,3,36109,Alabama,Montgomery,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0
125,1966,1109D-E-Nixon-Ave_Montgomery_AL_36104_M90664-70079,50000.0,9066470079,2962546121,https://ap.rdcpix.com/9924cfbadbb7f58c86308fcd3f5b624fl-m1101185229s-w1024_h768.jpg,2024-01-12,45000.0,4356,1434,1,0,2,36104,Alabama,Montgomery,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
126,2006,8979-Pennington-Pl_Montgomery_AL_36117_M75827-27824,320000.0,7582727824,2959156747,https://ap.rdcpix.com/3f90cdabc4c809f4fa1bab1a9c9f69e3l-b3996110015s-w1024_h768.jpg,2024-01-11,310000.0,13068,2134,2,2,4,36117,Alabama,Montgomery,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1
127,1986,3139-Sutton-Dr_Montgomery_AL_36111_M70129-48010,145000.0,7012948010,2960865829,https://ap.rdcpix.com/c79ab0203ab07b75961087a8da4576eal-b3801220453s-w1024_h768.jpg,2024-01-10,147000.0,6970,1650,2,0,3,36111,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
128,1968,5728-Carriage-Hills-Dr_Montgomery_AL_36116_M74740-45814,215000.0,7474045814,2958028203,https://ap.rdcpix.com/0fb0892ae99e35a037e46c14d9210eafl-m3337937336s-w1024_h768.jpg,2024-01-10,195000.0,16553,2264,2,2,5,36116,Alabama,Montgomery,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0
129,1968,4760-Queensbury-Ct_Montgomery_AL_36116_M81606-53135,136000.0,8160653135,2961502665,https://ap.rdcpix.com/657c8bb805ac466f65c35abbf0280f15l-m3716669313s-w1024_h768.jpg,2024-01-09,136000.0,16988,1752,2,2,3,36116,Alabama,Montgomery,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
130,1958,1313-Adrian-Ln_Montgomery_AL_36111_M73159-20123,31500.0,7315920123,2963067396,https://ap.rdcpix.com/558260924a958b13ebfadc6f55f97d8el-m3617901769s-w1024_h768.jpg,2024-01-09,31500.0,11326,961,1,0,3,36111,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
131,1967,511-E-Moye-Dr_Montgomery_AL_36109_M86565-36510,184900.0,8656536510,2961407982,https://ap.rdcpix.com/507ad2927a9339560b3ad0e2cd538a31l-m1808079882s-w1024_h768.jpg,2024-01-08,178000.0,12632,1892,2,0,4,36109,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
132,1975,729-Ledyard-Pl_Montgomery_AL_36109_M81829-35020,169900.0,8182935020,2962227212,https://ap.rdcpix.com/c51a6a656aece95d96a00d160fb8be87l-m364873135s-w1024_h768.jpg,2024-01-08,172500.0,11326,1699,2,0,4,36109,Alabama,Montgomery,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1
133,1962,540-Seibles-Rd_Montgomery_AL_36116_M74638-46561,159000.0,7463846561,2960840384,https://ap.rdcpix.com/8475783f8e68aa2647f11714670c67bal-m3352885094s-w1024_h768.jpg,2024-01-08,150000.0,67954,1833,2,2,3,36116,Alabama,Montgomery,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0
134,1945,7370-Narrow-Lane-Rd_Montgomery_AL_36116_M94388-57823,180000.0,9438857823,2959489307,https://ap.rdcpix.com/db0008abd1e8694dbc1a432cca961a96l-m3474430148s-w1024_h768.jpg,2024-01-08,170000.0,313632,3092,3,0,3,36116,Alabama,Montgomery,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
135,1957,4006-Marquette-Dr_Montgomery_AL_36109_M81639-98846,125000.0,8163998846,2961396128,https://ap.rdcpix.com/98113967cb2fcc6a2b9a4e48c6e7cc2dl-m4232325385s-w1024_h768.jpg,2024-01-05,125000.0,12632,1380,1,0,3,36109,Alabama,Montgomery,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
136,1984,6032-Bolingbrook-Dr_Montgomery_AL_36117_M89657-92046,180000.0,8965792046,2961496687,https://ap.rdcpix.com/99a9502de91720e504c50e34162433f8l-m3674213732s-w1024_h768.jpg,2024-01-05,162000.0,6098,1539,2,0,3,36117,Alabama,Montgomery,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1
137,1950,2802-Cherry-St_Montgomery_AL_36107_M82105-00445,118900.0,8210500445,2961489340,https://ap.rdcpix.com/d617c4e73f24e51446b05f256c1ae38bl-m1962391460s-w1024_h768.jpg,2024-01-05,111200.0,8276,1178,2,0,3,36107,Alabama,Montgomery,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1
138,1948,2938-McQueen-St_Montgomery_AL_36107_M77933-45485,65000.0,7793345485,2961378333,https://ap.rdcpix.com/f2bc151cdcbd7e543f822bf008e864c2l-m1658512148s-w1024_h768.jpg,2024-01-05,63000.0,7405,1290,1,1,3,36107,Alabama,Montgomery,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
139,1964,3010-Merrimac-Dr_Montgomery_AL_36111_M83525-09580,110000.0,8352509580,2960801836,https://ap.rdcpix.com/c704f914e5df95fd8f584bce195392ccl-m2962031652s-w1024_h768.jpg,2024-01-05,106000.0,16553,2349,2,0,4,36111,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
140,1989,9719-Rosalie-Dr_Montgomery_AL_36117_M80733-35883,420000.0,8073335883,2958470414,https://ap.rdcpix.com/2ac61710111ba698b9acd456826038b7l-m1097976753s-w1024_h768.jpg,2024-01-05,310000.0,22651,3137,3,0,4,36117,Alabama,Montgomery,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0
141,2001,8087-Ansley-Trce_Montgomery_AL_36117_M84265-16593,249000.0,8426516593,2960634023,https://ap.rdcpix.com/f889213d9dfd57b59f59fa63154356b7l-m3228417647s-w1024_h768.jpg,2024-01-05,245000.0,6534,1742,2,2,3,36117,Alabama,Montgomery,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0
142,1950,256-Perry-Hill-Rd_Montgomery_AL_36109_M70561-13344,105000.0,7056113344,2959876046,https://ap.rdcpix.com/8d3b70ca02d22b97f9e669584b946e4el-m1202318012s-w1024_h768.jpg,2024-01-05,100000.0,15682,1471,1,0,3,36109,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
143,1971,6212-Hinchcliff-Rd_Montgomery_AL_36117_M79476-55529,95500.0,7947655529,2962219368,https://ap.rdcpix.com/bb6187d68e068cd5dcffe91b8d3d66efl-m700922381s-w1024_h768.jpg,2024-01-05,95900.0,10664,1200,2,0,3,36117,Alabama,Montgomery,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
145,2004,861-Somerset-Dr_Montgomery_AL_36117_M87827-79002,334900.0,8782779002,2962186447,https://ap.rdcpix.com/5a8d93258c6ec619823ff5ac29916241l-m2287927989s-w1024_h768.jpg,2024-01-04,320000.0,9583,2488,2,2,3,36117,Alabama,Montgomery,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0
146,1971,3223-Babette-Cir_Montgomery_AL_36116_M71524-86220,119900.0,7152486220,2960272346,https://ap.rdcpix.com/47d091afe9a414d8ecf363fa8627f13cl-m2264284966s-w1024_h768.jpg,2024-01-04,120000.0,10019,1747,2,0,3,36116,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
147,1994,2349-Brookstone-Dr_Montgomery_AL_36117_M71940-45969,289900.0,7194045969,2961543302,https://ap.rdcpix.com/22dae1c10863474a4ec207164c4ddb23l-m177292656s-w1024_h768.jpg,2024-01-03,283000.0,13747,2069,2,2,4,36117,Alabama,Montgomery,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
148,1994,8332-Old-Federal-Rd_Montgomery_AL_36117_M75589-16813,289900.0,7558916813,2961717690,https://ap.rdcpix.com/debca25133b4644c07a1918f7fedc190l-m1318092139s-w1024_h768.jpg,2024-01-02,284500.0,15682,2124,2,0,4,36117,Alabama,Montgomery,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0
149,1989,4040-Chambers-Pl_Montgomery_AL_36109_M75323-34823,175000.0,7532334823,2961447588,https://ap.rdcpix.com/2762acb72eebcf86d50c80a800262278l-m2519535199s-w1024_h768.jpg,2024-01-02,160000.0,4792,1475,2,0,2,36109,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
150,2022,7107-Fain-Park-Dr_Montgomery_AL_36117_M97024-16423,439900.0,9702416423,2959892239,https://ap.rdcpix.com/edcb73416e181a3c9b2c85d6a6a6f387l-m2382958776s-w1024_h768.jpg,2024-01-02,439900.0,4356,3050,4,2,4,36117,Alabama,Montgomery,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0
151,1968,201-Eagerton-Rd_Montgomery_AL_36116_M73072-57977,101200.0,7307257977,2959976130,https://ap.rdcpix.com/1b57dd0074430e3f535b27b6b771d69el-m3916576073s-w1024_h768.jpg,2024-01-02,68250.0,18731,2556,2,0,3,36116,Alabama,Montgomery,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
152,1987,8148-Lichfield-Ct_Montgomery_AL_36117_M74353-05681,399000.0,7435305681,2957848730,https://ap.rdcpix.com/362a01e96e6225db96d00c15968792cfl-m48857310s-w1024_h768.jpg,2024-01-02,385000.0,29621,3288,4,2,4,36117,Alabama,Montgomery,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0
153,1978,4387-Wares-Ferry-Rd_Montgomery_AL_36109_M78991-23899,139900.0,7899123899,2962211734,https://ap.rdcpix.com/cf5788032ffb9fa45853c80e986d38c7l-m3464357290s-w1024_h768.jpg,2024-01-01,139900.0,26136,1500,2,0,4,36109,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
154,1975,4530-Shamrock-Ct_Montgomery_AL_36106_M79609-19056,116000.0,7960919056,2958308289,https://ap.rdcpix.com/fddcfd2ea4cc1c075b6427f19e578b38l-m2052762775s-w1024_h768.jpg,2023-12-30,115000.0,17280,2240,2,0,3,36106,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
155,1954,3510-Bankhead-Ave_Montgomery_AL_36111_M73000-82097,160000.0,7300082097,2959854318,https://ap.rdcpix.com/6183f8ec0fc3fc01a231e1b3e4f86e89l-m4095104726s-w1024_h768.jpg,2023-12-29,140267.0,24394,2210,3,0,3,36111,Alabama,Montgomery,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
156,1955,611-Glenmore-Rd_Montgomery_AL_36107_M72316-04965,68000.0,7231604965,2957379146,https://ap.rdcpix.com/c41ec0e28b89fa84db6d75df3a75895fl-m2353506347s-w1024_h768.jpg,2024-01-16,65000.0,9712,1432,2,0,3,36107,Alabama,Montgomery,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
157,1984,1819-E-Trinity-Blvd_Montgomery_AL_36106_M77006-90979,169999.0,7700690979,2960975584,https://ap.rdcpix.com/1e4bac70e24f789842a6663b5314bb24l-m1823199980s-w1024_h768.jpg,2024-01-12,169000.0,10890,1804,2,0,3,36106,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,1999,1112-Sandlewood-Ct_Montgomery_AL_36117_M87985-05230,189900.0,8798505230,2962329566,https://ap.rdcpix.com/61c1ed5b3aaa88ab80efcc49412241afl-m1501411809s-w1024_h768.jpg,2024-01-12,180000.0,12632,1476,2,0,3,36117,Alabama,Montgomery,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0
159,2001,545-Ridge-Park-Dr_Montgomery_AL_36117_M71177-99851,254999.0,7117799851,2961991525,https://ap.rdcpix.com/686d934c4cdfa68e232633d5f6aeb101l-m1822167428s-w1024_h768.jpg,2024-01-12,260000.0,12632,1888,2,0,4,36117,Alabama,Montgomery,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0
160,1962,4275-Sunshine-Dr_Montgomery_AL_36116_M89229-76627,75000.0,8922976627,2952735222,https://ap.rdcpix.com/ef5ee786ae1446e742997757c4150decl-m62694281s-w1024_h768.jpg,2024-01-12,60000.0,13068,1722,2,0,3,36116,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,1974,1380-Cantelou-Rd_Montgomery_AL_36108_M90991-19141,424900.0,9099119141,2959272543,https://ap.rdcpix.com/43f3585656821593959c92c35f9706efl-b3477118368s-w1024_h768.jpg,2024-01-12,424900.0,740520,3339,3,0,3,36108,Alabama,Montgomery,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0
163,1965,817-Dumont-Dr_Montgomery_AL_36109_M82240-34280,159000.0,8224034280,2962073853,https://ap.rdcpix.com/1ef4821fcf16029021d658c2db0e28b9l-m129105455s-w1024_h768.jpg,2024-01-12,159000.0,11326,1635,2,2,3,36109,Alabama,Montgomery,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0
164,1969,369-Kroy-Dr_Montgomery_AL_36117_M77887-90816,140000.0,7788790816,2962320837,https://ap.rdcpix.com/12a7a90ae37bc922786e1b376ba4cc52l-m1145087508s-w1024_h768.jpg,2024-01-12,140000.0,14375,1576,2,0,3,36117,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
165,1954,3725-Dalraida-Pkwy_Montgomery_AL_36109_M75023-73005,149900.0,7502373005,2962528957,https://ap.rdcpix.com/afc556e71f380177925a6cb62f4d0b9el-m2457081295s-w1024_h768.jpg,2024-01-12,149900.0,13504,1736,1,0,3,36109,Alabama,Montgomery,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0
166,1966,1109D-E-Nixon-Ave_Montgomery_AL_36104_M90664-70079,50000.0,9066470079,2962546121,https://ap.rdcpix.com/9924cfbadbb7f58c86308fcd3f5b624fl-m1101185229s-w1024_h768.jpg,2024-01-12,45000.0,4356,1434,1,0,2,36104,Alabama,Montgomery,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
167,2006,8979-Pennington-Pl_Montgomery_AL_36117_M75827-27824,320000.0,7582727824,2959156747,https://ap.rdcpix.com/3f90cdabc4c809f4fa1bab1a9c9f69e3l-b3996110015s-w1024_h768.jpg,2024-01-11,310000.0,13068,2134,2,2,4,36117,Alabama,Montgomery,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1
168,1986,3139-Sutton-Dr_Montgomery_AL_36111_M70129-48010,145000.0,7012948010,2960865829,https://ap.rdcpix.com/c79ab0203ab07b75961087a8da4576eal-b3801220453s-w1024_h768.jpg,2024-01-10,147000.0,6970,1650,2,0,3,36111,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
169,1968,5728-Carriage-Hills-Dr_Montgomery_AL_36116_M74740-45814,215000.0,7474045814,2958028203,https://ap.rdcpix.com/0fb0892ae99e35a037e46c14d9210eafl-m3337937336s-w1024_h768.jpg,2024-01-10,195000.0,16553,2264,2,2,5,36116,Alabama,Montgomery,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0
170,1968,4760-Queensbury-Ct_Montgomery_AL_36116_M81606-53135,136000.0,8160653135,2961502665,https://ap.rdcpix.com/657c8bb805ac466f65c35abbf0280f15l-m3716669313s-w1024_h768.jpg,2024-01-09,136000.0,16988,1752,2,2,3,36116,Alabama,Montgomery,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
171,1958,1313-Adrian-Ln_Montgomery_AL_36111_M73159-20123,31500.0,7315920123,2963067396,https://ap.rdcpix.com/558260924a958b13ebfadc6f55f97d8el-m3617901769s-w1024_h768.jpg,2024-01-09,31500.0,11326,961,1,0,3,36111,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
172,1967,511-E-Moye-Dr_Montgomery_AL_36109_M86565-36510,184900.0,8656536510,2961407982,https://ap.rdcpix.com/507ad2927a9339560b3ad0e2cd538a31l-m1808079882s-w1024_h768.jpg,2024-01-08,178000.0,12632,1892,2,0,4,36109,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
173,1975,729-Ledyard-Pl_Montgomery_AL_36109_M81829-35020,169900.0,8182935020,2962227212,https://ap.rdcpix.com/c51a6a656aece95d96a00d160fb8be87l-m364873135s-w1024_h768.jpg,2024-01-08,172500.0,11326,1699,2,0,4,36109,Alabama,Montgomery,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1
174,1962,540-Seibles-Rd_Montgomery_AL_36116_M74638-46561,159000.0,7463846561,2960840384,https://ap.rdcpix.com/8475783f8e68aa2647f11714670c67bal-m3352885094s-w1024_h768.jpg,2024-01-08,150000.0,67954,1833,2,2,3,36116,Alabama,Montgomery,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0
175,1945,7370-Narrow-Lane-Rd_Montgomery_AL_36116_M94388-57823,180000.0,9438857823,2959489307,https://ap.rdcpix.com/db0008abd1e8694dbc1a432cca961a96l-m3474430148s-w1024_h768.jpg,2024-01-08,170000.0,313632,3092,3,0,3,36116,Alabama,Montgomery,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
176,1957,4006-Marquette-Dr_Montgomery_AL_36109_M81639-98846,125000.0,8163998846,2961396128,https://ap.rdcpix.com/98113967cb2fcc6a2b9a4e48c6e7cc2dl-m4232325385s-w1024_h768.jpg,2024-01-05,125000.0,12632,1380,1,0,3,36109,Alabama,Montgomery,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
177,1984,6032-Bolingbrook-Dr_Montgomery_AL_36117_M89657-92046,180000.0,8965792046,2961496687,https://ap.rdcpix.com/99a9502de91720e504c50e34162433f8l-m3674213732s-w1024_h768.jpg,2024-01-05,162000.0,6098,1539,2,0,3,36117,Alabama,Montgomery,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1
178,1950,2802-Cherry-St_Montgomery_AL_36107_M82105-00445,118900.0,8210500445,2961489340,https://ap.rdcpix.com/d617c4e73f24e51446b05f256c1ae38bl-m1962391460s-w1024_h768.jpg,2024-01-05,111200.0,8276,1178,2,0,3,36107,Alabama,Montgomery,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1
179,1948,2938-McQueen-St_Montgomery_AL_36107_M77933-45485,65000.0,7793345485,2961378333,https://ap.rdcpix.com/f2bc151cdcbd7e543f822bf008e864c2l-m1658512148s-w1024_h768.jpg,2024-01-05,63000.0,7405,1290,1,1,3,36107,Alabama,Montgomery,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
180,1964,3010-Merrimac-Dr_Montgomery_AL_36111_M83525-09580,110000.0,8352509580,2960801836,https://ap.rdcpix.com/c704f914e5df95fd8f584bce195392ccl-m2962031652s-w1024_h768.jpg,2024-01-05,106000.0,16553,2349,2,0,4,36111,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
181,1989,9719-Rosalie-Dr_Montgomery_AL_36117_M80733-35883,420000.0,8073335883,2958470414,https://ap.rdcpix.com/2ac61710111ba698b9acd456826038b7l-m1097976753s-w1024_h768.jpg,2024-01-05,310000.0,22651,3137,3,0,4,36117,Alabama,Montgomery,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0
182,2001,8087-Ansley-Trce_Montgomery_AL_36117_M84265-16593,249000.0,8426516593,2960634023,https://ap.rdcpix.com/f889213d9dfd57b59f59fa63154356b7l-m3228417647s-w1024_h768.jpg,2024-01-05,245000.0,6534,1742,2,2,3,36117,Alabama,Montgomery,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0
183,1950,256-Perry-Hill-Rd_Montgomery_AL_36109_M70561-13344,105000.0,7056113344,2959876046,https://ap.rdcpix.com/8d3b70ca02d22b97f9e669584b946e4el-m1202318012s-w1024_h768.jpg,2024-01-05,100000.0,15682,1471,1,0,3,36109,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
184,1971,6212-Hinchcliff-Rd_Montgomery_AL_36117_M79476-55529,95500.0,7947655529,2962219368,https://ap.rdcpix.com/bb6187d68e068cd5dcffe91b8d3d66efl-m700922381s-w1024_h768.jpg,2024-01-05,95900.0,10664,1200,2,0,3,36117,Alabama,Montgomery,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
186,2004,861-Somerset-Dr_Montgomery_AL_36117_M87827-79002,334900.0,8782779002,2962186447,https://ap.rdcpix.com/5a8d93258c6ec619823ff5ac29916241l-m2287927989s-w1024_h768.jpg,2024-01-04,320000.0,9583,2488,2,2,3,36117,Alabama,Montgomery,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0
187,1971,3223-Babette-Cir_Montgomery_AL_36116_M71524-86220,119900.0,7152486220,2960272346,https://ap.rdcpix.com/47d091afe9a414d8ecf363fa8627f13cl-m2264284966s-w1024_h768.jpg,2024-01-04,120000.0,10019,1747,2,0,3,36116,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
188,1994,2349-Brookstone-Dr_Montgomery_AL_36117_M71940-45969,289900.0,7194045969,2961543302,https://ap.rdcpix.com/22dae1c10863474a4ec207164c4ddb23l-m177292656s-w1024_h768.jpg,2024-01-03,283000.0,13747,2069,2,2,4,36117,Alabama,Montgomery,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
189,1994,8332-Old-Federal-Rd_Montgomery_AL_36117_M75589-16813,289900.0,7558916813,2961717690,https://ap.rdcpix.com/debca25133b4644c07a1918f7fedc190l-m1318092139s-w1024_h768.jpg,2024-01-02,284500.0,15682,2124,2,0,4,36117,Alabama,Montgomery,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0
190,1989,4040-Chambers-Pl_Montgomery_AL_36109_M75323-34823,175000.0,7532334823,2961447588,https://ap.rdcpix.com/2762acb72eebcf86d50c80a800262278l-m2519535199s-w1024_h768.jpg,2024-01-02,160000.0,4792,1475,2,0,2,36109,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
191,2022,7107-Fain-Park-Dr_Montgomery_AL_36117_M97024-16423,439900.0,9702416423,2959892239,https://ap.rdcpix.com/edcb73416e181a3c9b2c85d6a6a6f387l-m2382958776s-w1024_h768.jpg,2024-01-02,439900.0,4356,3050,4,2,4,36117,Alabama,Montgomery,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0
192,1968,201-Eagerton-Rd_Montgomery_AL_36116_M73072-57977,101200.0,7307257977,2959976130,https://ap.rdcpix.com/1b57dd0074430e3f535b27b6b771d69el-m3916576073s-w1024_h768.jpg,2024-01-02,68250.0,18731,2556,2,0,3,36116,Alabama,Montgomery,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
193,1987,8148-Lichfield-Ct_Montgomery_AL_36117_M74353-05681,399000.0,7435305681,2957848730,https://ap.rdcpix.com/362a01e96e6225db96d00c15968792cfl-m48857310s-w1024_h768.jpg,2024-01-02,385000.0,29621,3288,4,2,4,36117,Alabama,Montgomery,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0
194,1978,4387-Wares-Ferry-Rd_Montgomery_AL_36109_M78991-23899,139900.0,7899123899,2962211734,https://ap.rdcpix.com/cf5788032ffb9fa45853c80e986d38c7l-m3464357290s-w1024_h768.jpg,2024-01-01,139900.0,26136,1500,2,0,4,36109,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
